title,description,year,type,rate_start,votes,status,followers,episodes,genders,url_anime,image
Aa! Megami-sama!,"Oh! My Goddess o Aa! Megamisama nos muestra la historia romántica entre Belldandy, una diosa de primera clase, con Keiichi Morisato, un estudiante marcado por el infortunio. Para equilibrar su suerte y recompensarlo por su buen corazón, a Keiichi se le concede un deseo cuando marca sin querer el número del cielo. Belldandy es la encargada de concedérselo personalmente, sin embargo, Keiichi cree que la aparición de la hermosa joven que dice ser una diosa es parte de una broma que le están gastando sus amigos y tratando de seguirle el juego desea que “una diosa como tú permanezca conmigo para siempre“. Cuando se hace evidente que Belldandy es una diosa ya no puede retractarse de su deseo. La historia continúa narrándonos como deben afrontar ambos su vida en común así como las fuerzas y personajes que intentarán separarlos o poner a prueba sus sentimientos.
",1993,OVA,4.4,74,Finalizado,407,5,"Comedia,Magia,Romance,Seinen,Sobrenatural,",https://www3.animeflv.net/anime/aa-megami-sama,https://www3.animeflv.net/uploads/animes/covers/2015.jpg
Irresponsable Capitán Tylor,"Tylor es un joven desempleado que sueña con una vida fácil. Una publicidad lo convence de enlistarse en el ejército. Su suerte lo hace ascender rápidamente, al punto que es nombrado capitán de una nave de guerra y enviado al frente de batalla con la tripulación más inadaptada que se pueda conseguir.
",1993,Anime,4.6,62,Finalizado,279,26,"Ciencia Ficción,Comedia,Espacial,Militar,Parodia,",https://www3.animeflv.net/anime/musekinin-kanchou-tylor,https://www3.animeflv.net/uploads/animes/covers/1562.jpg
Aozora Shoujo-tai,"Aozora Shoujotai (Escuadrón del Cielo Azul) es una historia sobre Isurugi Takuya, del servicio técnico 801 TTS (Escuadrón Táctico de Entrenamiento). En el primer día en 801 TTS Takuya fue presentado a los otros miembros del escuadrón, que eran todos pilotos femeninos. Cuando llegó a la base, Saginomiya Sakura lo subió en su jeep, recorrieron juntos parte del camino hasta el edificio del 801 TTS. Mientras Takuya se preguntaba acerca del edificio medio derruido, fue atacado por un murciélago chupa-sangre, que resultó ser el animal de compañía de Shimorenjaku Yoko. Tras subir por las escaleras y abrir la puerta de la habitación de Haneda Miyuki, se encontró a Miyuki vistiéndose. Entonces corrió hacia Mitaka Arisa, que se estaba duchando. Arisa y Miyuki golpearon rápidamente a Takuya.
El 801 TTS era un equipo acróbata femenino. Cuando Takuya oyó esto quedó muy excitado. Pero todo era una farsa. El 801 TTS era donde todos los alborotadores eran enviados. Haneda Miyuki había golpeado a su oficial superior en su escuadrón anterior. Mitaka Arisa se metía siempre en peleas. Saginomiya Sakura era jugador. Shimorenjaku Yoko era un mal piloto. ¿Qué era lo malo en Isurugi Takuya? él era... un otaku.
",1994,OVA,4.4,22,Finalizado,113,7,"Acción,Comedia,Militar,Romance,Shounen,",https://www3.animeflv.net/anime/aozora-shoujo-tai,https://www3.animeflv.net/uploads/animes/covers/2398.jpg
Magic Knight Rayearth,"Cuenta la historia de como tres chicas llamadas: Hikaru, Fuu y Umi que se conocen en la Torre de Tokio y misteriosamente van a parar a otro mundo Cephiro. Y para poder volver a su mundo antes tienen que salvar este.
",1994,Anime,4.6,128,Finalizado,1171,20,"Aventuras,Comedia,Drama,Fantasía,Magia,Mecha,Romance,Shoujo,",https://www3.animeflv.net/anime/magic-knight-rayearth,https://www3.animeflv.net/uploads/animes/covers/2006.jpg
Macross 7,"Treinta y cinco años después de la batalla contra la Flota Principal de Boldoza (1era saga de macross), la nueva flota Macross 7 emprende un viaje para adentrarse en la galaxia. Los supervivientes de la Tierra llevan a cabo un plan para asegurar su supervivencia, la cual consiste en la migracion y colonización de otros planetas, tratando de extender a la humanidad por toda la galaxia (Flota del Macross 7). Mientras tanto, la colonización de planetas cercanos (como la flota Macross Plus's Eden) contrarrestarían la explosión demográfica y la escasez de recursos. La historia se centra 7 años mas tarde desde q el Capitán Maximillian Jenius dirigió la flota de emigración de la Tierra. En la Ciudad 7, la principal concentración de población de la nave insignia de la Macross 7, la banda de rock Fire Bomber se prepara para su primer concierto en directo. De todas maneras, algo no va bien..",1994,Anime,4.1,55,Finalizado,324,49,"Acción,Aventuras,Ciencia Ficción,Comedia,Drama,Mecha,Militar,Música,Romance,Shounen,",https://www3.animeflv.net/anime/macross-7,https://www3.animeflv.net/uploads/animes/covers/1585.jpg
DNA2,"En un futuro donde el viaje en el tiempo y la alteración del ADN es una realidad, la sobrepoblación esta llevando a la humanidad hacia la extinción. Los investigadores se dan cuenta de la existencia de un humano en el siglo XX con un gen especial, el cual lo hace extremadamente fértil e irresistible a las mujeres. Esta persona tuvo 100 hijos los cuales heredaron ese gen, convirtiéndose en la mayor causa de la sobrepoblación. Se decide enviar a Karin al pasado para alterar el ADN de esa persona, y de esta forma disminuir el problema en el futuro. ",1994,Anime,4.6,126,Finalizado,918,15,"Ciencia Ficción,Comedia,Romance,",https://www3.animeflv.net/anime/dna2,https://www3.animeflv.net/uploads/animes/covers/35.jpg
Blue Seed,"Durante millares de años las fuerzas de los Aragami han sido contenidas mediante una constante dieta de sacrificios humanos, pero ahora los lazos se han roto y los más viejos y más mortales enemigos de la humanidad están regresando. Para combatir a un enemigo que puede atacar dondequiera, siempre, sin aviso se requerirá a los agentes más talentosos de todo el mundo y de cada recurso disponible de la civilización moderna.",1994,Anime,4.4,56,Finalizado,431,26,"Acción,Aventuras,Ciencia Ficción,Comedia,Demonios,Drama,Ecchi,Misterio,Romance,Terror,",https://www3.animeflv.net/anime/blue-seed,https://www3.animeflv.net/uploads/animes/covers/1935.jpg
Irresponsable Capitán Tylor OVA,"Han pasado seis largos meses. El imperio Raalgon ha desarrollado un nuevo tipo de arma, y Taylor ha estado a cargo del trabajo de interceptarla mientras es transportada",1994,OVA,4.6,20,Finalizado,82,10,"Aventuras,Ciencia Ficción,Comedia,Drama,Espacial,Militar,",https://www3.animeflv.net/anime/musekinin-kanchou-tylor-ova,https://www3.animeflv.net/uploads/animes/covers/1563.jpg
Macross Plus,"Transcurre el año 2040 A.D. En el planeta Eden, un nuevo planeta colonizado en conjunto por los humanos y Los Zentraedi. La historia esta centrada en tres personajes: Isamu Dyson, Guld Goa Boman y Myun Fan Lon, Isamu es enviado al planeta Eden como piloto de pruebas, encontrándose con su viejo amigo Guld en la base de New Edwards, en la misma se lleva a cabo el proyecto Super Nova con el fin de probar dos nuevos cazas experimentales transformables (Valkyries) para la U.N.Spacy: el YF-19, que es pilotado por Isamu y el YF-21, que es pilotado por Guld. Al mismo tiempo Myung llega a Eden como representante artistica de la primera cantante virtual, llamada Sharon Apple, volviendose a formar el triángulo amoroso entre ellos tres.",1994,OVA,4.3,42,Finalizado,231,4,"Ciencia Ficción,Drama,Espacial,Mecha,Militar,Romance,",https://www3.animeflv.net/anime/macross-plus,https://www3.animeflv.net/uploads/animes/covers/1584.jpg
Grappler Baki OVA,"Baki Hanma, es un Peleador muy jóven que se muere de ganas por seguir los pasos de su padre, Yujiro Hanma, y convertirse en el peleador más fuerte del mundo. A través de esto, él se entrena incansablemente y lucha constantemente para mejorar sus habilidades y desarrollar su cuerpo para alcanzar estos objetivos. Muchas batallas intensas pasaran por el camino de Baki; como él va buscando ser el mejor para, en última instancia, tomar el título de \""Rey\"" de su padre; Baki Hanma, hijo del grappler más fuerte del mundo, trata de reclamar el trono de su padre. Para conseguirlo, él tiene que luchar mucho, y hacer muchos amigos y enemigos en el recorrido.",1994,OVA,4.3,82,Finalizado,787,1,"Acción,Deportes,Shounen,",https://www3.animeflv.net/anime/grappler-baki-ova,https://www3.animeflv.net/uploads/animes/covers/1764.jpg
Dragon Ball Z Pelicula 11: El combate final,"Jagger Batta, enemigo de Mr. Satán, posee ahora el servicio del profesor Kori, que al parecer ha logrado hacer un clon de Broly. A-18, va ha buscar el dinero que le debe Mr. Satán, encontrándose con Menmen, que intenta engañar al propio Satán. Así que, Satán se enfrentará a otros guerreros creados por el científico. Se dirigen a una isla y Goten y Trunks van con ellos. Pero todo no acaba bien para Kori: Se mezclan algunos químicos de laboratorio y la isla puede reducirse a pedazos... Además, Broly parece no controlar su enorme poder y se le escapa de las manos al profesor Kori. ",1994,Película,4.2,131,Finalizado,1130,1,"Acción,Artes Marciales,Aventuras,Comedia,Fantasía,Shounen,Superpoderes,",https://www3.animeflv.net/anime/dragon-ball-z-pelicula-11,https://www3.animeflv.net/uploads/animes/covers/1112.jpg
Heisei Tanuki Gassen Ponpoko,"Una familia de mapaches se dan cuenta de que los humanos estan acabando el bosque para construir nuevas ciudades. Los mapaches se preparan entonces para el combate contra los humanos, teniendo como una de sus armas el poder tansformarse (segun la tradicion japonesa), hacen uso de todo su poder y habilidades en esta guerra por su territorio.",1994,Película,4.4,67,Finalizado,432,1,"Infantil,",https://www3.animeflv.net/anime/heisei-tanuki-gassen-ponpoko,https://www3.animeflv.net/uploads/animes/covers/1672.jpg
Yamato Takeru,"En el siglo XXV, un grupo de 300 colonos terrestres emprenden un viaje en la búsqueda de un nuevo mundo que se encontraba a 6000 años luz de distancia. Durante este viaje espacial, son arrastrados hacia un agujero negro, por suerte este conecta con un agujero blanco
que los lleva hacia otra galaxia.En este conmocionado viaje nació Dakeru, Dakeru descubre' un gigantesco robot (Maxbot un Sky-Warrior), y es aquí donde comienza la verdadera aventura... pero Dakeru no sabe como controlar al robot, que hacer con él... ni siquiera se imagina la larga búsqueda en la que tendrá que comprometerse.
",1994,Anime,4.4,19,Finalizado,112,36,"Acción,Aventuras,Ciencia Ficción,Espacial,Fantasía,Magia,Mecha,Shounen,",https://www3.animeflv.net/anime/yamato-takeru,https://www3.animeflv.net/uploads/animes/covers/2320.jpg
Yu Yu Hakusho Meikai Shito Hen Hono No Kizuna,"Yu Yu Hakusho Meikai Shito Hen Hono No Kizuna Yakumo el rey de los demonios ha regresado y ordena el Diluvio al mundo espiritual el quiere apoderarse de la tierra y transformarlo en el inframundo: el 4rto mundo, para completar sus planes necesita conseguir el poder de la gema diabólica que se mantiene oculta en Botan,y así también poder desaparecer el mundo espiritual...",1994,Película,4.5,79,Finalizado,664,1,"Acción,Comedia,",https://www3.animeflv.net/anime/yu-yu-hakusho-meikai-shito-hen-hono-no-kizuna,https://www3.animeflv.net/uploads/animes/covers/622.jpg
Red Baron,"En el futuro la Lucha de Metal es el deporte mas popular, el cual consiste en mechas controlados por humanos luchando para conseguir el titulo de Campeón. Ken es el piloto del Baron Rojo, un mecha super poderoso creado por Sally, una chiquilla muy brillante pero igualmente temperamental. Lamentablemente mientras el Baron Rojo escala posiciones en la Lucha de Metal, Ken y Sally logran atraer la atención de una organización clandestina dirigida por el ""Kaiser"", quien hara todo lo posible para destruir al Baron.",1994,Anime,4.3,37,Finalizado,347,49,"Acción,Ciencia Ficción,Mecha,Shounen,",https://www3.animeflv.net/anime/red-baron,https://www3.animeflv.net/uploads/animes/covers/1565.jpg
Kidou Butouden G Gundam,"En el año 60 FC (Future Century), la gran mayoría de los humanos han abandonado la contaminada Tierra en pos del espacio exterior. Para preventir los enfrentamientos entre ellas, las colonias han decidido convocar una ""Batalla Gundam"" que se celebrará cada cuatro años en la Tierra, y que decidirá el control sobre ellas.
Este año, Domon Kasshu, el piloto representante de Neo-Japón, espera alcanzar la victoria con su Shining Gundam, pero no ha ido a la tierra con el único propósito de ganar la ""Batalla Gundam"". Su misión es localizar y destruir al Devil Gundam que escapó de Neo-Japón y que amenaza con destruir el planeta.",1994,Anime,4.3,36,Finalizado,211,49,"Artes Marciales,Aventuras,Ciencia Ficción,Comedia,Deportes,Drama,Espacial,Mecha,Romance,",https://www3.animeflv.net/anime/kidou-butouden-g-gundam,https://www3.animeflv.net/uploads/animes/covers/1866.jpg
Marmalade Boy,"Adaptación del manga de Wataru Yoshizumi. Narra la historia de Miki Koishikawa, una estudiante de 15 años, cuyos padres realizan un intercambio de parejas con la familia Matsura, que tiene un hijo de su edad, Yuu. Los padres deciden vivir bajo el mismo techo con sus hijos, y Miki, que se muestra reacia al principio, poco a poco se enamora de su hermanastro. A lo largo de los capítulos de la serie, se intentan entrometer todo tipo de personajes entre ellos dos.",1994,Anime,4.7,281,Finalizado,2185,76,"Comedia,Drama,Romance,Shoujo,",https://www3.animeflv.net/anime/marmalade-boy,https://www3.animeflv.net/uploads/animes/covers/1714.jpg
Dragon Ball Z Pelicula 10: El regreso del Guerrero Legendario,"Goten, Trunks y Videl se aventuran a ir en busca de las Esferas del Dragon 7 años despues de la pelea con Broly , pronto descubrirán un obscuro secreto que amenaza con destruir la tierra.",1994,Película,4.2,172,Finalizado,1133,1,"Acción,Artes Marciales,Aventuras,Comedia,Demonios,Fantasía,Shounen,Superpoderes,",https://www3.animeflv.net/anime/dragon-ball-z-pelicula-10,https://www3.animeflv.net/uploads/animes/covers/1111.jpg
Shonan Junai Gumi!,"Shounan Junai Gumi trata de las experiencias del dúo ""Onibaku"" (que podría traducirse como explosión demoníaca), Eikichi Onizuka y Ryuji Danma, dos jóvenes bosozoku (bandas de motociclistas Japoneses), conocidos y temidos por su tenacidad y ferocidad en la lucha. Este estilo de vida, sin embargo, hace que no tengan mucho éxito con el sexo opuesto, de modo que intentan cambiar sus vidas. Mientras se desarrolla la historia conocemos a otros personajes, amigo o enemigos, que se topan con los protagonistas, envolviéndose en locas historias.",1994,OVA,4.7,107,Finalizado,838,5,"Acción,Comedia,Escolares,",https://www3.animeflv.net/anime/shonan-junai-gumi,https://www3.animeflv.net/uploads/animes/covers/2348.jpg
Bio Hunter,"Un extraño virus conocido como Virus Demonio, ataca el código genético humano, transformando a la gente en monstruos con poderes demoníacos. Un monstruo en particular está aterrorizando las calles de Tokio, rasga las mujeres jóvenes para devorar su hígado. Un famoso psíquico revela la identidad y el propósito de este monstruo. Ahora le toca a dos biólogos moleculares autoproclamados Bio cazadores, Komada y Koshigaya llegar al psíquico y proteger a su hermosa hija antes de que sea demasiado tarde! El Virus del demonio ha salido a conquistar el mundo ...
",1995,OVA,3.5,28,Finalizado,115,1,"Acción,Demonios,Terror,",https://www3.animeflv.net/anime/bio-hunter,https://www3.animeflv.net/uploads/animes/covers/506.jpg
